"Eje","Estrategia","LA","Institución","Sectorizador","Actividad","Tipo","Temática","Tipo.general","Etiqueta.gráfica","Fecha.de.inicio","Fecha.de.término","PTA.CC","NA."
1,1.2,"1.2.1","SESNA","SESNA","En el marco del desarrollo e implementación del Sistema 1 de la PDN, la SESNA llevó a cabo constantes reuniones de coordinación con la Secretaría de la Función Pública, para que al finalizar el año 2023, sea posible consultar y visualizar la información de las declaraciones patrimoniales y de intereses de las personas servidoras públicas del orden ejecutivo federal. Asimismo, se proyecta la consolidación en la integración de la información a nivel estatal para el año 2024, impulsado y vinculado directamente con la próxima publicación de la normativa secundaria del Sistema 1. Los instrumentos desarrollados para el Sistema 1, son: Asimismo, en cuanto al Sistema 3 de la PDN, se elaboró la propuesta de Formato que indica los datos que se inscribirán en el sistema nacional de servidores públicos y particulares sancionados de la Plataforma Digital Nacional relacionados con las sanciones impuestas a las personas servidoras públicas por la comisión de faltas administrativas graves en términos de la Ley General de Responsabilidades Administrativas y la propuesta del Formato que indica los datos que se inscribirán en el sistema nacional de servidores públicos y particulares sancionados de la Plataforma Digital Nacional relacionados con las sanciones impuestas a los particulares (personas físicas y morales) por la Comisión de faltas administrativas en términos de la Ley General de Responsabilidades Administrativas;",NA,NA,NA,NA,"44927","45275",1,NA
1,1.2,"1.2.1","SESNA","SESNA","Desde SESNA se elaboró el estudio ""Mapeo de buenas práctricas de Sistemas Automatizados de verificación del contenido de declaraciones patrimoniales"", el cual fue presentado para conocimiento a la Comisión Ejecutiva de la SESNA",NA,NA,NA,NA,"44927","45275",1,NA
1,1.2,"1.2.1","TFJA","TFJA","El listado de las personas servidoras públicas con sanciones administrativas definitivas, especificando la causa de sanción y la disposición. El listado de sancionados con la causa de la sanción y la disposición contra la que se cometió la infracción permite hacer del conocimiento público los resultados de dichas acciones.",NA,NA,NA,NA,"01-01-2023","12-20-2023",1,NA
1,1.2,"1.2.1","TFJA","TFJA","La información curricular, desde el nivel de jefe de departamento o equivalente, hasta el titular del sujeto obligado, así como, en su caso, las sanciones administrativas de que haya sido objeto. La información curricular de las personas servidoras públicas debe contener, entre otros, las sanciones administrativas de las que haya sido objeto, lo que coadyuva en la prevención de actos de corrupción.",NA,NA,NA,NA,"01-01-2023","12-15-2023",1,NA
1,1.2,"1.2.2","TFJA","TFJA","Listado de sancionados: El listado de las personas servidoras públicas con sanciones administrativas definitivas, especificando la causa de sanción y la disposición. El listado de sancionados con la causa de la sanción y la disposición contra la que se cometió la infracción permite hacer del conocimiento público los resultados de dichas acciones.","ENTREGABLE","TRANSPARENCIA","ENTREGABLE","Transparencia","01-01-2023","12-20-2023",0,NA
1,1.2,"1.2.2","TFJA","TFJA","Sesiones públicas de la Tercera Sección de Sala Superior del TFJA: Permite transparentar el proceso jurisdiccional y la toma de decisiones de los magistrados a cargo, siendo estas públicas y en vivo, para el acceso de cualquier ciudadano.","EVENTO","TRANSPARENCIA","EVENTO","Transparencia","01-01-2023","12-20-2023",0,NA
1,2.1,"2.1.1","SHCP","SHCP","Se formalizaron dos instrumentos de colaboración: un Convenio de Colaboración con Petróleos Mexicanos y un Convenio Específico de Colaboración con la Dirección General de Juegos y Sorteos de la Secretaría de Gobernación, ambos tuvieron como objetivo establecer las bases y mecanismos de cooperación para el intercambio de información.","Evento","Mejora de la gestión pública y/o administración pública (Planeación, presupuesto y ejercicio del gasto público)","Evento","Mejora de \nla gestión","44927","45291",0,NA
1,2.1,"2.1.1","CNBV","CNBV","Dar seguimiento al proceso de incorporación al SIARA, para realizar requerimientos de información, documentación o aseguramiento de cuentas relacionados con peticiones de actos de corrupción, para prevención, detección y sanción de faltas administrativas y hechos de corrupción, de diversas Autoridades facultadas.","Actividad","Otra","Actividad","Otra","44927","45291",0,NA
1,2.1,"2.1.1","CNBV","CNBV","En los ejercicios de supervisión realizados en 2023, los programas de trabajo se enfocaron en temas prioritarios relacionados con Personas Políticamente Expuestas.","Actividad","Otra","Actividad","Otra","44927","45291",0,NA
1,2.1,"2.1.1","IMP","SENER","El Instituto Mexicano del Petróleo ha atendido los requerimientos por parte del Órgano Interno de Control Específico con el objeto de coadyuvar oportunamente con la autoridad investigadora correspondiente con la información necesaria para la debida integración de los expedientes de investigación.","Actividad","Otra","Actividad","Otra","44927","45291",0,NA
1,2.1,"2.1.1","SFP","SFP","Se elaboró un plan de acción para fortalecer la participación de las instituciones de la APF en la implementación de las líneas de acción de la Política Nacional Anticorrupción.","Entregable","Mejora de la gestión pública y/o administración pública (Planeación, presupuesto y ejercicio del gasto público)","Entregable","Mejora de \nla gestión","44927","45291",0,NA
1,2.1,"2.1.2","SHCP","SHCP","Actualización del directorio de autoridades encargadas de la detección, prevención, investigación, substanciación y sanción de delitos por hechos de corrupción, así como de autoridades fiscales y de inteligencia financiera.","Actividad","Mejora de la gestión pública y/o administración pública (Planeación, presupuesto y ejercicio del gasto público)","Actividad","Mejora de \nla gestión","44927","45291",0,NA
1,2.1,"2.1.2","SFP","SFP","Se actualizó de manera permanente el directorio de los Órganos Estatales de Control. Se llevó a cabo una revisión detallada de la información, verificando los datos. Las modificaciones y actualizaciones se implementaron de manera oportuna, se garantiza así, la vigencia del directorio mejorando la accesibilidad y eficacia para el usuario.","Actividad","Auditoría y fiscalización","Actividad","Auditoría y \nfiscalización","44927","45291",0,NA
1,2.1,"2.1.3","SADER","SADER","Se capacitó el Personal adscrito a la Dirección de Adquisiciones y Control del Gasto sobre el curso sobre Procedimiento Administrativo de Sanción""","Actividad","Responsabilidades administrativas","Actividad","Resp. Admin.","44927","45291",0,NA
1,2.1,"2.1.3","SHCP","SHCP","Las personas servidoras públicas de la UIF participaron en 2 seminarios y en 3 cursos, sumando un total de 185 personas capacitadas, los cuales tuvieron como propósito abordar el tema de prevención de lavado de dinero, así como sus delitos precedentes entre los cuales se encuentran aquellos por hechos de corrupción.","Actividad","Mejora de la gestión pública y/o administración pública (Planeación, presupuesto y ejercicio del gasto público)","Actividad","Mejora de \nla gestión","44927","45291",0,NA
1,2.1,"2.1.3","SFP","SFP","En 2023, se llevaron a cabo 5 webinarios, impartidos a 6,154 servidores públicos en las 32 entidades federativas del país. Los temas tratados incluyeron: Fiscalización como principio de transparencia y rendición de cuentas• Módulo II: Funcionamiento del Sistema Nacional de Fiscalización• Fortalecimiento de la fiscalización: Conociendo el Sistema Nacional de Fiscalización• Sistema Nacional de Fiscalización Transparente: Estrategias de clasificación y publicidad de información• Ciclo de webinarios ""El Sistema Nacional Anticorrupción: Análisis y Perspectivas desde la Fiscalización""","Actividad","Auditoría y fiscalización","Actividad","Auditoría y \nfiscalización","44927","45291",0,NA
